timestamp,device_id,device_name,interface_name,interface_index,oper_status,admin_status,in_traffic_bps,out_traffic_bps,in_errors,out_errors,in_discards,out_discards,packet_loss_pct,latency_ms,device_cpu_pct,device_memory_pct,device_availability,device_uptime_sec
2026-04-09 10:00:00,r1,router1,ether1,1,up,up,184015491.8,83160154.88,0,0,0,0,0.0,8.93,24.53,47.15,true,864000
2026-04-09 10:01:00,r1,router1,ether1,1,up,up,185088945.24,95647385.77,0,0,0,0,0.0,8.08,24.13,42.2,true,864060
2026-04-09 10:02:00,r1,router1,ether1,1,up,up,171896773.67,90077116.15,0,0,0,0,0.0,7.55,25.5,46.66,true,864120
2026-04-09 10:03:00,r1,router1,ether1,1,up,up,181294314.64,85974344.96,0,0,0,0,0.0,9.46,27.94,42.31,true,864180
2026-04-09 10:04:00,r1,router1,ether1,1,up,up,188807594.45,92853207.29,0,0,0,0,0.0,8.06,22.93,48.01,true,864240
2026-04-09 10:05:00,r1,router1,ether1,1,up,up,175293922.9,84135540.14,0,0,0,0,0.0,8.56,26.61,46.02,true,864300
2026-04-09 10:06:00,r1,router1,ether1,1,up,up,188845294.27,93308137.73,0,0,0,0,0.0,8.3,28.68,45.61,true,864360
2026-04-09 10:07:00,r1,router1,ether1,1,up,up,181498770.18,94743427.17,0,0,0,0,0.0,9.69,27.88,46.55,true,864420
2026-04-09 10:08:00,r1,router1,ether1,1,up,up,185891668.88,83459871.12,0,0,0,0,0.0,7.52,25.37,42.94,true,864480
2026-04-09 10:09:00,r1,router1,ether1,1,up,up,172304377.53,84254420.58,0,0,0,0,0.0,8.97,26.95,45.55,true,864540
2026-04-09 10:10:00,r1,router1,ether1,1,up,up,176261211.85,85816901.24,0,0,0,0,0.0,8.77,26.55,46.64,true,864600
2026-04-09 10:11:00,r1,router1,ether1,1,up,up,183142972.96,85264396.53,0,0,0,0,0.0,8.6,25.27,45.61,true,864660
2026-04-09 10:12:00,r1,router1,ether1,1,up,up,194098272.5,92015996.54,0,0,0,0,0.0,8.44,27.19,46.69,true,864720
2026-04-09 10:13:00,r1,router1,ether1,1,up,up,187948797.45,86098292.24,0,0,0,0,0.0,7.56,25.65,43.52,true,864780
2026-04-09 10:14:00,r1,router1,ether1,1,up,up,171676305.9,96377899.89,0,0,0,0,0.0,8.76,23.84,45.52,true,864840
2026-04-09 10:15:00,r1,router1,ether1,1,up,up,176994198.75,95969485.29,0,0,0,0,0.0,9.22,25.96,43.56,true,864900
2026-04-09 10:16:00,r1,router1,ether1,1,up,up,181767402.26,86583479.16,0,0,0,0,0.0,9.12,26.79,46.0,true,864960
2026-04-09 10:17:00,r1,router1,ether1,1,up,up,171916437.86,97164541.53,0,0,0,0,0.0,8.82,25.18,42.25,true,865020
2026-04-09 10:18:00,r1,router1,ether1,1,up,up,168757894.95,91835223.0,0,0,0,0,0.0,10.02,24.23,44.45,true,865080
2026-04-09 10:19:00,r1,router1,ether1,1,up,up,176590635.45,97144147.88,0,0,0,0,0.0,8.46,26.21,46.71,true,865140
2026-04-09 10:20:00,r1,router1,ether1,1,up,up,165930653.43,93178394.2,0,0,0,0,0.0,9.44,25.09,44.47,true,865200
2026-04-09 10:21:00,r1,router1,ether1,1,up,up,184059699.8,84406351.3,0,0,0,0,0.0,8.64,24.97,47.48,true,865260
2026-04-09 10:22:00,r1,router1,ether1,1,up,up,190824564.68,86592802.33,0,0,0,0,0.0,8.38,24.84,45.86,true,865320
2026-04-09 10:23:00,r1,router1,ether1,1,up,up,190670934.81,87097605.0,0,0,0,0,0.0,9.66,26.06,44.24,true,865380
2026-04-09 10:24:00,r1,router1,ether1,1,up,up,187560311.04,90567058.03,0,0,0,0,0.0,9.64,26.13,42.66,true,865440
2026-04-09 10:25:00,r1,router1,ether1,1,up,up,174935694.44,83080465.09,0,0,0,0,0.0,8.92,27.5,46.32,true,865500
2026-04-09 10:26:00,r1,router1,ether1,1,up,up,174456406.81,83634122.4,0,0,0,0,0.0,9.2,28.33,43.94,true,865560
2026-04-09 10:27:00,r1,router1,ether1,1,up,up,179596525.34,83796660.27,0,0,0,0,0.0,8.95,25.99,43.35,true,865620
2026-04-09 10:28:00,r1,router1,ether1,1,up,up,179288132.49,90717171.75,0,0,0,0,0.0,8.15,26.38,43.97,true,865680
2026-04-09 10:29:00,r1,router1,ether1,1,up,up,171699788.32,90565863.68,0,0,0,0,0.0,9.07,25.62,44.84,true,865740
2026-04-09 10:30:00,r1,router1,ether1,1,up,up,194260301.47,92158244.03,0,0,0,0,0.0,9.23,25.92,43.04,true,865800
2026-04-09 10:31:00,r1,router1,ether1,1,up,up,172071283.31,87668432.09,0,0,0,0,0.0,8.99,22.92,43.46,true,865860
2026-04-09 10:32:00,r1,router1,ether1,1,up,up,167644600.88,91887882.58,0,0,0,0,0.0,8.12,27.36,47.26,true,865920
2026-04-09 10:33:00,r1,router1,ether1,1,up,up,167640691.68,86227266.73,0,0,0,0,0.0,9.02,24.19,42.88,true,865980
2026-04-09 10:34:00,r1,router1,ether1,1,up,up,192542810.13,91023020.54,0,0,0,0,0.0,8.66,27.84,47.37,true,866040
2026-04-09 10:35:00,r1,router1,ether1,1,up,up,171083805.53,84195803.72,0,0,0,0,0.0,8.12,23.94,45.14,true,866100
2026-04-09 10:36:00,r1,router1,ether1,1,up,up,186597384.46,92496449.48,0,0,0,0,0.0,9.88,23.4,45.61,true,866160
2026-04-09 10:37:00,r1,router1,ether1,1,up,up,175371915.04,95208084.52,0,0,0,0,0.0,8.65,24.78,44.33,true,866220
2026-04-09 10:38:00,r1,router1,ether1,1,up,up,177750191.23,86811050.08,0,0,0,0,0.0,7.82,25.76,44.35,true,866280
2026-04-09 10:39:00,r1,router1,ether1,1,up,up,190406854.22,90724684.5,0,0,0,0,0.0,7.85,28.55,45.69,true,866340
2026-04-09 10:40:00,r1,router1,ether1,1,up,up,193507092.21,96139684.56,0,0,0,0,0.0,9.29,24.56,44.43,true,866400
2026-04-09 10:41:00,r1,router1,ether1,1,up,up,171755922.22,88574980.21,0,0,0,0,0.0,8.19,25.0,46.79,true,866460
2026-04-09 10:42:00,r1,router1,ether1,1,up,up,173237848.08,94090616.67,0,0,0,0,0.0,8.89,23.71,47.94,true,866520
2026-04-09 10:43:00,r1,router1,ether1,1,up,up,194268173.46,90803063.86,0,0,0,0,0.0,9.58,22.94,44.15,true,866580
2026-04-09 10:44:00,r1,router1,ether1,1,up,up,193498829.71,91140196.19,0,0,0,0,0.0,8.34,27.86,43.3,true,866640
2026-04-09 10:45:00,r1,router1,ether1,1,up,up,182424314.72,90041045.51,0,0,0,0,0.0,8.76,23.38,48.19,true,866700
2026-04-09 10:46:00,r1,router1,ether1,1,up,up,167907210.2,85475879.44,0,0,0,0,0.0,8.86,27.1,44.48,true,866760
2026-04-09 10:47:00,r1,router1,ether1,1,up,up,169052734.48,95620137.32,0,0,0,0,0.0,8.99,26.17,46.92,true,866820
2026-04-09 10:48:00,r1,router1,ether1,1,up,up,177673677.56,91204880.97,0,0,0,0,0.0,9.38,27.58,44.47,true,866880
2026-04-09 10:49:00,r1,router1,ether1,1,up,up,186226323.86,86237077.72,0,0,0,0,0.0,8.56,27.18,44.47,true,866940
2026-04-09 10:50:00,r1,router1,ether1,1,up,up,174705903.25,93626848.69,0,0,0,0,0.0,8.53,26.06,47.43,true,867000
2026-04-09 10:51:00,r1,router1,ether1,1,up,up,194287577.7,83854954.38,0,0,0,0,0.0,7.84,23.8,47.54,true,867060
2026-04-09 10:52:00,r1,router1,ether1,1,up,up,190968888.2,95461491.49,0,0,0,0,0.0,8.9,24.19,47.07,true,867120
2026-04-09 10:53:00,r1,router1,ether1,1,up,up,185861949.84,91608159.83,0,0,0,0,0.0,9.35,24.85,42.5,true,867180
2026-04-09 10:54:00,r1,router1,ether1,1,up,up,189132599.09,87111054.03,0,0,0,0,0.0,8.72,26.72,43.7,true,867240
2026-04-09 10:55:00,r1,router1,ether1,1,up,up,168924345.71,84341318.08,0,0,0,0,0.0,8.31,23.78,46.2,true,867300
2026-04-09 10:56:00,r1,router1,ether1,1,up,up,186267230.99,85731801.3,0,0,0,0,0.0,9.32,23.25,44.97,true,867360
2026-04-09 10:57:00,r1,router1,ether1,1,up,up,191673690.94,94983893.47,0,0,0,0,0.0,8.03,24.94,43.52,true,867420
2026-04-09 10:58:00,r1,router1,ether1,1,up,up,165702115.85,93904116.81,0,0,0,0,0.0,8.89,25.76,46.55,true,867480
2026-04-09 10:59:00,r1,router1,ether1,1,up,up,181488396.13,88958691.63,0,0,0,0,0.0,8.1,24.87,47.63,true,867540
2026-04-09 10:00:00,r1,router1,ether2,2,up,up,215789412.22,92094337.34,0,0,0,0,0.0,8.68,26.01,46.59,true,864000
2026-04-09 10:01:00,r1,router1,ether2,2,up,up,235960747.91,98704340.52,0,0,0,0,0.0,9.53,25.18,45.46,true,864060
2026-04-09 10:02:00,r1,router1,ether2,2,up,up,210162962.04,95510746.15,0,0,0,0,0.0,8.86,23.12,44.26,true,864120
2026-04-09 10:03:00,r1,router1,ether2,2,up,up,226305794.35,98469066.71,0,0,0,0,0.0,8.28,24.87,43.32,true,864180
2026-04-09 10:04:00,r1,router1,ether2,2,up,up,224303445.03,92431463.23,0,0,0,0,0.0,8.77,25.26,42.87,true,864240
2026-04-09 10:05:00,r1,router1,ether2,2,up,up,225024787.61,94171191.8,0,0,0,0,0.0,8.92,23.2,44.46,true,864300
2026-04-09 10:06:00,r1,router1,ether2,2,up,up,209850442.0,97229532.88,0,0,0,0,0.0,9.56,24.52,46.13,true,864360
2026-04-09 10:07:00,r1,router1,ether2,2,up,up,231683734.84,96036344.51,0,0,0,0,0.0,8.1,23.08,45.18,true,864420
2026-04-09 10:08:00,r1,router1,ether2,2,up,up,237596755.56,97599365.5,0,0,0,0,0.0,9.32,26.12,45.68,true,864480
2026-04-09 10:09:00,r1,router1,ether2,2,up,up,228949008.78,107193787.72,0,0,0,0,0.0,8.35,23.08,43.44,true,864540
2026-04-09 10:10:00,r1,router1,ether2,2,up,up,206842978.32,102711341.51,0,0,0,0,0.0,9.14,23.87,45.9,true,864600
2026-04-09 10:11:00,r1,router1,ether2,2,up,up,229394813.06,94684626.29,0,0,0,0,0.0,9.23,25.99,43.27,true,864660
2026-04-09 10:12:00,r1,router1,ether2,2,up,up,231239401.34,107435532.37,0,0,0,0,0.0,8.15,23.1,44.15,true,864720
2026-04-09 10:13:00,r1,router1,ether2,2,up,up,226242624.5,107330765.41,0,0,0,0,0.0,8.78,25.86,43.09,true,864780
2026-04-09 10:14:00,r1,router1,ether2,2,up,up,226709627.44,102035878.33,0,0,0,0,0.0,8.14,26.09,46.58,true,864840
2026-04-09 10:15:00,r1,router1,ether2,2,up,up,223534488.84,93936881.04,0,0,0,0,0.0,10.05,26.13,44.31,true,864900
2026-04-09 10:16:00,r1,router1,ether2,2,up,up,217478906.07,97929134.02,0,0,0,0,0.0,9.01,24.36,46.57,true,864960
2026-04-09 10:17:00,r1,router1,ether2,2,up,up,231346048.32,93688621.93,0,0,0,0,0.0,10.0,25.54,46.48,true,865020
2026-04-09 10:18:00,r1,router1,ether2,2,up,up,227297264.26,98967794.32,0,0,0,0,0.0,9.5,26.86,43.97,true,865080
2026-04-09 10:19:00,r1,router1,ether2,2,up,up,230848612.5,100610766.5,0,0,0,0,0.0,8.96,24.74,46.04,true,865140
2026-04-09 10:20:00,r1,router1,ether2,2,up,up,211847522.94,105627410.56,0,0,0,0,0.0,9.71,23.35,46.72,true,865200
2026-04-09 10:21:00,r1,router1,ether2,2,up,up,210983993.06,99435335.47,0,0,0,0,1.33,13.24,24.52,42.88,true,865260
2026-04-09 10:22:00,r1,router1,ether2,2,up,up,232353539.84,94909437.71,0,0,0,0,1.62,13.88,26.19,44.28,true,865320
2026-04-09 10:23:00,r1,router1,ether2,2,up,up,233387263.29,103218940.01,0,0,0,0,2.47,15.52,23.04,47.02,true,865380
2026-04-09 10:24:00,r1,router1,ether2,2,up,up,205413576.26,103521194.63,0,0,0,0,2.88,17.48,26.03,45.86,true,865440
2026-04-09 10:25:00,r1,router1,ether2,2,up,up,225135782.07,99853141.36,0,0,0,0,3.27,19.63,23.37,43.75,true,865500
2026-04-09 10:26:00,r1,router1,ether2,2,up,up,226750907.87,96899296.48,0,0,0,0,4.46,20.68,24.89,45.14,true,865560
